id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_category
18489366,glamorous one bedroom apartment in brooklyn,4775716,foster,brooklyn,prospect heights,40.67696,-73.96669,entire home/apt,165,2,21,2019-06-29,3.73,1,146,Medium
18490141,it's simply convenient!,97001292,maria,queens,jamaica,40.69085,-73.79916,entire home/apt,10,1,43,2019-06-12,1.68,1,252,Budget
18491689,piece of home in the east village,128307950,nigel,manhattan,east village,40.72588,-73.98827,entire home/apt,134,2,0,,0.0,1,0,Medium
18493375,shared flat in bushwick. bright & close to train.,36012265,ada,brooklyn,williamsburg,40.70506,-73.93122,private room,60,1,8,2019-01-01,0.36,7,31,Budget
18496331,lofty living: private room,21680683,jenny,brooklyn,williamsburg,40.7199,-73.95828,private room,124,1,5,2019-05-11,0.2,2,111,Medium
18496902,lovely clinton hill home away from home,4350083,valéry blake,brooklyn,clinton hill,40.68367,-73.95982,private room,75,2,1,2017-05-08,0.04,1,0,Budget
18498466,sunny duplex oasis: 2 bath+roof—williamsburg loft,510745,justin,brooklyn,williamsburg,40.71555,-73.94842,entire home/apt,106,2,20,2019-06-09,0.76,2,0,Medium
18499050,sunny garden apt in historic park slope brownstone,351465,dasha,brooklyn,park slope,40.67855,-73.97583,entire home/apt,190,4,60,2019-06-26,2.29,1,155,Medium
18499074,cozy spacious rooms with natural sunlight,127714840,guy,brooklyn,bedford-stuyvesant,40.68144,-73.93429,private room,80,5,11,2019-06-30,0.9,1,340,Budget
18500556,fully renovated beautifully furnished two bedroom,128385204,ronen,brooklyn,sheepshead bay,40.59339,-73.94296,private room,199,1,0,,0.0,1,0,Medium
18500972,spacious 1 br/1 bath in ridgewood,30157754,jeanette,queens,ridgewood,40.6991,-73.89796,entire home/apt,60,7,0,,0.0,1,0,Budget
18502246,private room in sunny beautiful kosher apartment,106272021,esther,brooklyn,east flatbush,40.66182,-73.93748,private room,50,2,21,2019-05-19,0.83,3,31,Budget
18503701,oriental room in upper manhattan near central park,128413939,alfred and lau,manhattan,harlem,40.80584,-73.95272,private room,78,3,88,2019-06-22,3.36,1,189,Budget
18503779,spacious bohemian duplex 1br e wburg yard roof,128414475,nitya,brooklyn,williamsburg,40.70728,-73.92989,private room,79,1,11,2017-08-18,0.42,3,0,Budget
18503789,private room in a privately own 3 story brownstone,60981198,cyrille,brooklyn,bedford-stuyvesant,40.6911,-73.93691,private room,75,4,8,2019-03-01,0.32,3,0,Budget
18504151,seaport water front private studio,128417181,rachel,manhattan,financial district,40.70766,-74.00153,private room,205,2,41,2019-06-22,1.56,1,308,Medium
18504631,convenient location 1 min walk to bus station,5828830,low,queens,jamaica,40.67365,-73.76502,private room,50,7,11,2018-10-03,0.44,2,0,Budget
18505453,studio apartment in uws,90846964,allison,manhattan,upper west side,40.79264,-73.97481,entire home/apt,99,1,7,2017-05-28,0.26,1,0,Budget
18505594,"cozy, light-filled room in brooklyn",31658624,megan e,brooklyn,crown heights,40.66998,-73.9396,private room,44,3,104,2019-03-29,4.0,2,0,Budget
18506359,"luxurious, spacious loft in williamsburg",123953239,philippe,brooklyn,williamsburg,40.71058,-73.96402,entire home/apt,260,2,34,2019-06-14,1.31,2,330,Luxury
18506841,spacious manhattan townhouse 2br apt sleeps 6,75279920,anitra and steven,manhattan,harlem,40.80833,-73.95101,entire home/apt,275,3,89,2019-07-02,3.41,1,96,Luxury
18507990,cozy one bedroom in a private house.safe & quite.,38604449,pasang,queens,woodside,40.75558,-73.90534,private room,45,2,30,2019-01-01,1.23,2,242,Budget
18508209,charming bedroom,1635983,sheila,bronx,schuylerville,40.83018,-73.83413,private room,42,4,22,2019-06-25,1.18,3,147,Budget
18508470,adorable cozy room with lots of light,33434914,juan,bronx,parkchester,40.83117,-73.87566,private room,43,2,71,2019-07-02,2.71,4,59,Budget
18508959,lovely 2 bdr apartment williamsburg w private yard,18280205,anthony,brooklyn,williamsburg,40.71463,-73.95501,entire home/apt,200,2,32,2019-06-16,1.25,1,8,Medium
18510340,sunny upper east side studio,112081278,donny,manhattan,upper east side,40.7802,-73.94652,entire home/apt,79,4,5,2019-04-07,0.19,1,128,Budget
18515889,amazing room w/ private bathroom in hip bushwick!,128517263,alina,brooklyn,bushwick,40.69945,-73.93667,private room,70,10,4,2019-01-02,0.17,3,44,Budget
18516103,cosy place in the west village,128210772,max,manhattan,west village,40.73096,-74.00406,private room,100,4,1,2017-05-19,0.04,1,0,Medium
18517584,amazing 2-bdrm apartment in greenpoint with garden,550009,jenya,brooklyn,greenpoint,40.72215,-73.94203,entire home/apt,137,4,0,,0.0,1,0,Medium
18518678,"dreamy, sun-filled south harlem 1 bed!",371654,emily,manhattan,morningside heights,40.80264,-73.95921,private room,175,5,2,2017-06-10,0.08,1,0,Medium
18519818,sunny bedroom in prospect park south,8821726,marissa,brooklyn,flatbush,40.64909,-73.9648,private room,40,2,12,2019-06-23,0.47,1,0,Budget
18520516,rare designer-decorated loft in prime williamsburg,19355895,nicolas,brooklyn,williamsburg,40.71625,-73.96407,entire home/apt,300,4,11,2019-06-09,0.44,1,94,Luxury
18521860,skylight suite on park block,7797101,athena,brooklyn,park slope,40.66832,-73.97662,entire home/apt,180,2,67,2019-07-02,2.88,1,289,Medium
18522181,beautiful in brooklyn - perfect for groups!,106454216,steven,brooklyn,bushwick,40.68827,-73.91815,entire home/apt,180,2,54,2019-06-24,2.15,2,308,Medium
18522547,stunning and stylishly furnished apt in bushwick,128424841,oscar,brooklyn,bushwick,40.69364,-73.91499,entire home/apt,149,1,30,2019-06-17,1.13,1,284,Medium
18523182,cozy private room in a two-bedroom apartment,57060982,carolina,brooklyn,bedford-stuyvesant,40.68473,-73.94799,private room,58,1,17,2019-05-26,0.65,1,0,Budget
18523918,peaceful sunny flat with backyard,49562545,ella,brooklyn,williamsburg,40.70999,-73.94807,entire home/apt,235,1,57,2019-06-27,7.04,2,228,Medium
18526162,gone with the wind,75360607,fernando,queens,sunnyside,40.74215,-73.92633,entire home/apt,199,5,91,2019-06-21,3.48,2,57,Medium
18527437,spacious one bedroom in hip bushwick brooklyn,2266961,florian,queens,ridgewood,40.69942,-73.90968,entire home/apt,120,3,3,2018-01-03,0.12,1,0,Medium
18535402,cozy room in bayside queens,21250331,clara,queens,bayside,40.75444,-73.76938,private room,38,1,86,2019-06-20,4.19,3,346,Budget
18540170,great room across the street from the high bridge,128692351,nahuel,bronx,highbridge,40.84289,-73.92688,private room,100,2,107,2019-06-14,4.12,5,344,Medium
18540856,beautiful brooklyn brownstone,3063938,chuck and ellen,brooklyn,bedford-stuyvesant,40.68952,-73.94519,entire home/apt,100,6,18,2018-07-07,0.69,1,0,Medium
18541736,charming greenwich village oasis,4914270,andrew,manhattan,west village,40.73107,-74.00163,entire home/apt,175,4,1,2017-06-11,0.04,1,0,Medium
18542490,brownstone parlor in crown heights,386263,vineet,brooklyn,crown heights,40.6764,-73.95497,entire home/apt,171,3,61,2019-07-01,2.59,2,267,Medium
18543045,room in bright and spacious east village apartment,7130003,ranita,manhattan,east village,40.72205,-73.98389,private room,169,4,29,2019-06-07,1.14,2,220,Medium
18543400,"cozy, quaint and quiet private room",95341869,carleen,brooklyn,bedford-stuyvesant,40.69502,-73.93984,private room,60,2,47,2019-05-19,1.81,1,77,Budget
18544441,urban dwelling,27266433,anthony,manhattan,hell's kitchen,40.75607,-73.99707,private room,94,2,4,2017-05-24,0.15,1,0,Budget
18546552,large 1 bedroom in south brooklyn,12627412,allen,brooklyn,sheepshead bay,40.60402,-73.95257,entire home/apt,88,4,1,2017-05-22,0.04,1,0,Budget
18546787,charming safe beautifully furnished,127501584,aminata mody,bronx,hunts point,40.81406,-73.88997,private room,65,4,36,2019-06-07,1.36,1,365,Budget
18547076,greenwich village 1 bedroom,3137526,phil,manhattan,greenwich village,40.72843,-73.99825,entire home/apt,134,7,0,,0.0,2,0,Medium
18548112,cozy and great stay in the west village heart ❤️,12831071,a.j.,manhattan,greenwich village,40.7331,-73.99923,private room,90,5,69,2019-06-04,2.62,1,137,Budget
18548561,"sunny & spacious 1br w/porch, w/d, huge kitchen",7445657,parry,brooklyn,williamsburg,40.70565,-73.94791,entire home/apt,140,3,7,2018-04-08,0.27,1,0,Medium
18549136,upper west side - huge 1 bdrm in a luxury bldg,7810471,britney,manhattan,upper west side,40.77404,-73.99076,entire home/apt,198,2,2,2017-06-11,0.08,1,0,Medium
18549222,private room in astoria  close to manhattan,128768798,ruth,queens,ditmars steinway,40.77949,-73.91015,private room,78,2,69,2019-07-01,2.65,1,166,Budget
18550111,lorimer l train 5 minutes to the city,118378908,jose,brooklyn,williamsburg,40.71493,-73.94861,private room,65,1,2,2019-01-01,0.09,6,272,Budget
18550366,midtown east apt,4075128,chang,manhattan,murray hill,40.74822,-73.97966,private room,65,2,2,2017-05-20,0.08,1,0,Budget
18550867,the bridge complex,128785279,dusean,bronx,pelham gardens,40.85878,-73.83402,entire home/apt,199,2,81,2019-06-26,3.17,1,286,Medium
18550947,private large room in prime manhattan location,128787072,piper,manhattan,lower east side,40.71873,-73.9891,private room,99,2,10,2018-12-29,0.38,1,0,Budget
18551084,large room in sunny prime williamsburg pad.,128785861,carlos,brooklyn,williamsburg,40.71435,-73.95508,private room,70,1,13,2019-01-01,0.49,2,0,Budget
18551196,private room and backyard in modern apartment!,115932140,justin,brooklyn,bedford-stuyvesant,40.68795,-73.95278,private room,75,2,1,2017-05-21,0.04,1,0,Budget
18560104,airy one bedroom apartment in prime crown heights,7740184,janet,brooklyn,crown heights,40.67653,-73.95793,private room,75,1,13,2019-06-23,0.51,1,0,Budget
18560569,central park north spacious residence,9727058,pat,manhattan,harlem,40.80389,-73.95178,entire home/apt,199,3,17,2019-04-07,0.65,1,280,Medium
18561200,clean and comfortable room at central park north,1260642,maria,manhattan,harlem,40.80094,-73.95219,private room,70,3,65,2018-09-28,2.47,1,0,Budget
18561365,artist apartment fort greene / clinton hill,8146232,marty,brooklyn,clinton hill,40.69229,-73.96504,entire home/apt,120,1,3,2017-08-06,0.12,1,0,Medium
18561618,comfy & cozy space in the upper west side,128860627,chris,manhattan,upper west side,40.77557,-73.98099,shared room,65,3,68,2019-06-22,2.6,1,138,Budget
18561753,spacious and stylish soho 1-bedroom,39829442,dilara,manhattan,soho,40.72565,-74.00161,entire home/apt,295,2,4,2017-12-10,0.16,1,0,Luxury
18562269,excellent one bedroom apt for bklyn half runners!,24791132,alex,brooklyn,prospect heights,40.67693,-73.96517,entire home/apt,135,3,3,2019-05-28,0.48,1,0,Medium
18563383,room in hell's kitchen duplex apartment,50916440,lauren,manhattan,hell's kitchen,40.7652,-73.99197,private room,67,7,0,,0.0,1,0,Budget
18564694,affordable and cozy room,33434914,juan,bronx,parkchester,40.8298,-73.87715,private room,40,2,62,2019-06-24,2.38,4,44,Budget
18565097,bohemian duplex 1br pvt ba lounge e williamsburg,128414475,nitya,brooklyn,williamsburg,40.70556,-73.92892,private room,70,2,10,2017-08-28,0.38,3,0,Budget
18565588,sunny bedroom off prospect park,7157099,sigi,brooklyn,prospect-lefferts gardens,40.65663,-73.96142,private room,60,3,3,2018-09-03,0.13,3,21,Budget
18565752,"""welcome to brooklyn"" park side view studio apt",52403444,"r, j",brooklyn,bedford-stuyvesant,40.6882,-73.94678,entire home/apt,109,1,148,2019-06-23,5.59,3,20,Medium
18566324,"large, cute and cozy one-bed apartment",88207924,james,manhattan,inwood,40.86835,-73.91958,entire home/apt,50,4,4,2018-07-04,0.15,1,0,Budget
18566623,spacious 1 bedroom. best water pressure in nyc!,128899126,anthony,queens,astoria,40.76132,-73.92477,entire home/apt,99,2,68,2019-07-01,2.69,1,0,Budget
18566802,"beautiful luxury studio, heart of theater district",11334992,jessica,manhattan,hell's kitchen,40.76059,-73.98865,shared room,105,1,1,2017-06-05,0.04,1,0,Medium
18568023,"refreshing room in the heart of bed stuy, brooklyn",17486785,renata,brooklyn,bedford-stuyvesant,40.68212,-73.9486,private room,45,2,0,,0.0,1,0,Budget
18568171,"affordable, cozy, skylit room in renovated house",54548000,danny,brooklyn,bedford-stuyvesant,40.67779,-73.9229,private room,70,1,54,2019-04-30,2.15,2,197,Budget
18568551,modern williamsburg studio,9285643,michael,brooklyn,williamsburg,40.71988,-73.96294,entire home/apt,150,5,0,,0.0,1,0,Medium
18569279,"entire home- upper east side, nyc",4677247,elizabeth,manhattan,upper east side,40.77973,-73.95039,entire home/apt,150,2,17,2019-05-15,0.71,1,338,Medium
18569422,private room in beautiful home in crown heights,35741929,assol,brooklyn,crown heights,40.67101,-73.94543,private room,70,2,52,2018-11-05,1.99,2,0,Budget
18570121,sunny & quiet - entire 1 bedroom apartment,89331516,louiza,brooklyn,williamsburg,40.71779,-73.95978,entire home/apt,79,2,0,,0.0,3,0,Budget
18571803,luxury apartment - tranquil sunny bedroom!,35998113,jo & savannah,brooklyn,bedford-stuyvesant,40.68188,-73.91071,private room,70,3,26,2019-05-29,1.32,3,0,Budget
18572271,private bedroom in 2 bed 2 bath uws,6726364,alejandra,manhattan,upper west side,40.80062,-73.96169,private room,150,6,5,2018-05-28,0.21,2,0,Medium
18577672,brooklyn home,23667219,zoe,brooklyn,bushwick,40.69563,-73.93206,private room,47,4,1,2017-05-25,0.04,2,0,Budget
18577989,air mattress in a private room in bed-stuy,38236150,julio,brooklyn,bedford-stuyvesant,40.69608,-73.9432,private room,45,1,4,2017-05-29,0.15,1,0,Budget
18579416,"entire, immaculate 1-bedroom chelsea apartment",11389260,haley,manhattan,chelsea,40.7381,-73.9976,entire home/apt,200,2,3,2017-11-25,0.12,1,0,Medium
18579690,house with 2 entrances 15min to manhattan,30237517,david,queens,forest hills,40.73412,-73.8509,entire home/apt,278,2,16,2018-07-12,0.62,6,0,Luxury
18582792,"""hello brooklyn"" park side view newly reno apt.",52403444,"r, j",brooklyn,bedford-stuyvesant,40.68914,-73.94556,entire home/apt,109,1,146,2019-06-24,5.57,3,21,Medium
18583072,"large room in brooklyn townhouse, great location",149929,obed,brooklyn,fort greene,40.69063,-73.97195,private room,65,8,6,2018-05-10,0.24,5,0,Budget
18583467,great place for one or two.,22059655,mercedes,manhattan,washington heights,40.83847,-73.94211,private room,80,1,93,2019-07-07,3.59,1,311,Budget
18584089,"clean, quite, and near a lot of transportation",129032819,willie,manhattan,harlem,40.82761,-73.9375,private room,100,1,4,2017-05-19,0.15,1,365,Medium
18584180,charming chelsea brownstone studio near highline,21866971,ben,manhattan,chelsea,40.7453,-74.00002,entire home/apt,180,3,24,2019-06-08,1.12,1,14,Medium
18584411,2br luxury apt in midtown east,18212433,veronique camille,manhattan,midtown,40.75233,-73.97297,entire home/apt,299,4,0,,0.0,8,0,Luxury
18584742,cozy room across the street from the high bridge,128692351,nahuel,bronx,highbridge,40.84111,-73.92513,private room,80,2,100,2019-06-23,3.86,5,338,Budget
18585458,cozy two bedrooms home away from home  getaway.,61673952,artnell,brooklyn,east flatbush,40.63693,-73.92242,entire home/apt,105,2,108,2019-06-29,4.18,1,320,Medium
18585784,lovely bedroom in bushwick,11380126,kwankaew,brooklyn,bushwick,40.69083,-73.9241,private room,45,1,2,2017-05-31,0.08,1,0,Budget
18586018,3 bdr apt and rooftop one train stop to manhatan,69124870,ana y victor,brooklyn,williamsburg,40.71047,-73.96311,entire home/apt,315,2,117,2019-07-02,4.44,4,262,Luxury
18586787,sunny prime williamsburg location with backyard,89331516,louiza,brooklyn,williamsburg,40.71644,-73.95888,private room,79,4,0,,0.0,3,0,Budget
18586873,large luxury condominium in the heart of manhattan,129062212,sara,manhattan,hell's kitchen,40.75898,-73.99035,entire home/apt,90,7,18,2019-06-02,0.7,1,242,Budget
18587083,2 bedrooms in luxury duplex,97543375,jennifer,brooklyn,williamsburg,40.71529,-73.93972,private room,215,2,4,2018-12-31,0.15,2,341,Medium
18592160,"quiet one bedroom in les, great location!",23356363,pablo,manhattan,lower east side,40.71947,-73.98638,entire home/apt,200,2,24,2019-07-06,0.91,1,6,Medium
18593138,"luxury master suite - sunlit, private floor + bath",278576,marc,brooklyn,prospect-lefferts gardens,40.65746,-73.95221,private room,90,3,46,2019-06-23,1.91,2,197,Budget
18596194,cozy studio with private entrance,12827876,jasen,brooklyn,canarsie,40.64493,-73.90897,private room,33,2,1,2017-05-29,0.04,1,0,Budget
18596546,cozy 1br home in upper manhattan w/ amenities,24338366,daniel,manhattan,inwood,40.86057,-73.92907,entire home/apt,100,1,9,2018-08-01,0.37,1,0,Medium
18596772,apartment w/ 2 bedrooms in the heart of e. village,5212097,chris,manhattan,east village,40.72237,-73.98148,private room,275,2,8,2018-11-18,0.31,2,0,Luxury
18597408,huge sunny bedroom in bushwick brooklyn!,159936,ludine,brooklyn,bushwick,40.69337,-73.91142,private room,45,1,2,2017-05-12,0.08,1,0,Budget
18597754,sunny 1br near train (greenpoint/williamsburg),29134684,max,brooklyn,greenpoint,40.72686,-73.95246,entire home/apt,199,6,2,2017-07-14,0.08,1,0,Medium
18597908,two whole floors on the brooklyn waterfront,118880596,caroll,brooklyn,columbia st,40.68455,-74.00188,entire home/apt,150,4,13,2019-04-29,0.56,1,6,Medium
18599224,hudge room bushwick,14376724,laure,brooklyn,williamsburg,40.70793,-73.93902,private room,55,5,0,,0.0,1,0,Budget
18599296,comfy entire studio apartment near central park,1692538,nuttamon,manhattan,upper east side,40.77294,-73.95351,entire home/apt,168,1,126,2019-04-02,4.78,5,287,Medium
18600659,one big sunny cozy room with a king and a twin bed,6423838,sara,brooklyn,east flatbush,40.65229,-73.94539,private room,150,2,1,2018-09-03,0.1,1,83,Medium
18601353,spacious bedroom in brooklyn - great for couples!,101258676,uri,brooklyn,kensington,40.63255,-73.97324,private room,48,1,116,2019-06-21,4.47,1,343,Budget
18605919,"brooklyn, williamsburg -  room w/ private bathroom",3258630,oscar,brooklyn,williamsburg,40.71681,-73.94556,private room,80,1,6,2018-07-22,0.24,1,0,Budget
18606237,cozy bedroom in historical home.,128338539,reuben,staten island,stapleton,40.63167,-74.07971,private room,43,1,37,2019-07-05,1.56,4,89,Budget
18609316,"manhattan- sofa bed, private room, no deposit",7055854,diane,manhattan,harlem,40.80298,-73.94333,private room,60,5,28,2019-05-08,1.07,5,267,Budget
18609555,beautiful brooklyn bedroom,112118235,darryl,brooklyn,flatbush,40.65255,-73.9568,private room,60,3,0,,0.0,1,0,Budget
18610314,2br/2bath luxury-sweeping skylines,118124127,lana,brooklyn,downtown brooklyn,40.69156,-73.98686,entire home/apt,179,2,5,2019-07-03,0.19,1,14,Medium
18610543,"huge, sunny apartment for backpackers - park slope",75567007,candice,brooklyn,park slope,40.67697,-73.98239,entire home/apt,153,2,2,2017-05-29,0.08,1,0,Medium
18610544,cozy room in gramercy,32052979,meghana,manhattan,kips bay,40.73863,-73.98186,private room,76,1,0,,0.0,1,0,Budget
18611605,lovely room in brooklyn,129273512,lisa& jonathan,brooklyn,gowanus,40.6697,-73.99357,private room,145,1,80,2019-06-02,3.1,3,282,Medium
18611872,"sunny bedroom, cozy townhouse in buschwick",1637060,caio,brooklyn,bushwick,40.6948,-73.92253,private room,75,2,80,2019-07-02,3.11,1,3,Budget
18612291,private one bedroom,16140828,pedro,manhattan,morningside heights,40.80864,-73.95913,private room,65,4,0,,0.0,1,0,Budget
18612722,2b2b apt in a luxury building,23297219,aurora,brooklyn,williamsburg,40.71964,-73.96421,entire home/apt,199,4,7,2018-04-29,0.28,2,65,Medium
18612788,awesome loft with amazing views,14444,john,brooklyn,bedford-stuyvesant,40.69321,-73.95599,entire home/apt,150,4,0,,0.0,2,0,Medium
18612976,audrey's escape,13730809,kevin,brooklyn,brownsville,40.66088,-73.90012,private room,60,6,26,2019-06-18,1.0,3,90,Budget
18613550,spacious private room by the east river,14614459,dario,manhattan,east harlem,40.78546,-73.94117,private room,70,3,8,2017-11-01,0.31,4,0,Budget
18613981,beautiful bedroom in quiet house,90289877,abi,queens,flushing,40.74218,-73.82833,private room,36,2,98,2019-06-23,3.8,1,31,Budget
18614596,downtown triplex- spacey east village entire apt,7318926,jonathan,manhattan,east village,40.72208,-73.98071,entire home/apt,210,3,5,2018-06-14,0.19,1,0,Medium
18615054,cozy room in charming home,1635983,sheila,bronx,schuylerville,40.83159,-73.83375,private room,40,4,35,2019-06-08,1.36,3,171,Budget
18615497,comfortable space in brooklyn,41467596,donald,brooklyn,crown heights,40.66482,-73.93619,private room,140,1,1,2017-06-03,0.04,1,0,Medium
18615898,welcoming home in the ❤️ of nyc!,23867523,k,manhattan,theater district,40.76207,-73.9858,private room,120,1,8,2019-05-31,2.09,1,5,Medium
18615903,private bathroom & communal cat in large sunny apt,1038989,kung,brooklyn,williamsburg,40.70904,-73.9398,private room,95,3,69,2019-07-05,2.63,2,56,Budget
18615964,1 bedroom apartment in brooklyn,52816291,laetitia,brooklyn,bedford-stuyvesant,40.69121,-73.95121,entire home/apt,90,3,5,2019-02-19,0.27,1,1,Budget
18616217,"local west village, manhattan apartment",22204359,abel,manhattan,west village,40.73369,-74.00534,entire home/apt,199,4,24,2019-06-28,0.95,1,35,Medium
18616234,upper east side private room!,129317761,lauren,manhattan,east harlem,40.78886,-73.94324,private room,70,1,11,2017-07-15,0.42,1,0,Budget
18616809,sunny 2br prime williamsburg with backyard,89331516,louiza,brooklyn,williamsburg,40.71591,-73.96039,entire home/apt,169,5,1,2017-06-07,0.04,3,0,Medium
18617060,private sunny room in bushwick,129159456,michelle,brooklyn,bushwick,40.69055,-73.91599,private room,30,1,0,,0.0,1,0,Budget
18617195,spacious one bedroom appartement - williamsburg,1599261,daphnee,brooklyn,williamsburg,40.70844,-73.96693,entire home/apt,140,3,19,2019-06-21,0.73,1,218,Medium
18617676,spacious apartment in the lower east side,129333453,larry,manhattan,lower east side,40.72037,-73.98701,entire home/apt,110,3,19,2019-06-29,0.73,1,34,Medium
18619857,ms. dee comfort zone,97794385,debra,queens,jamaica,40.68555,-73.79416,private room,30,1,15,2019-06-28,0.67,2,90,Budget
18624243,sunny & cozy 1br in the heart of fort greene,50605761,adam,brooklyn,fort greene,40.68647,-73.97531,entire home/apt,130,5,1,2017-10-16,0.05,1,2,Medium
18625919,cozy studio apartment with spacious backyard!,129396046,tony,brooklyn,east new york,40.66547,-73.88944,entire home/apt,99,2,145,2019-06-21,5.84,1,356,Budget
18626606,nyc. central park west. prime spot!,129179250,mark,manhattan,upper west side,40.77229,-73.97944,entire home/apt,200,4,10,2018-05-14,0.43,1,68,Medium
18628912,unique upper east side apartment with backyard,27789935,tim and allison,manhattan,upper east side,40.77568,-73.95405,entire home/apt,170,1,20,2019-01-01,0.77,1,0,Medium
18629326,spacious bedroom in colorful apartment,4401058,john,brooklyn,kensington,40.64354,-73.97967,private room,110,1,0,,0.0,1,0,Medium
18629621,bushwick studio with private porch,83141510,alex,brooklyn,bushwick,40.70382,-73.91746,entire home/apt,100,1,0,,0.0,1,0,Medium
18630660,charming bohemian east village apartment,49197104,chelsea,manhattan,east village,40.73159,-73.98447,entire home/apt,133,3,5,2017-08-23,0.19,1,0,Medium
18632197,quiet private room in scenic nyc neighborhood,32772382,caitlin,manhattan,washington heights,40.85865,-73.93559,private room,75,2,13,2018-09-16,0.55,1,0,Budget
18632502,"charming carroll gardens, brooklyn apartment",14505375,triada,brooklyn,carroll gardens,40.68057,-73.99395,entire home/apt,125,2,69,2019-07-01,2.66,1,275,Medium
18632582,brooklyn dream home + private patio,2420586,sabrina,brooklyn,brooklyn heights,40.69284,-73.99633,entire home/apt,325,2,12,2018-10-07,0.46,1,39,Luxury
18634847,huge room in a clean brownstone in brooklyn.,21402517,max prana,brooklyn,bedford-stuyvesant,40.69418,-73.94447,private room,50,2,19,2019-06-05,0.76,1,4,Budget
18635942,beautiful studio apartment on the e70th st,55814053,maria,manhattan,upper east side,40.7672,-73.95495,entire home/apt,120,1,89,2019-06-22,3.43,1,9,Medium
18636030,"cozy, private room in morningside heights",87680800,mahnoor,manhattan,morningside heights,40.81368,-73.95919,private room,50,1,0,,0.0,1,0,Budget
18637270,"cute, spacious room in crown heights",31658624,megan e,brooklyn,crown heights,40.66954,-73.93975,private room,45,3,8,2019-03-30,0.31,2,0,Budget
18637912,family-friendly bright studio in our brooklyn home,129497806,jody,brooklyn,east flatbush,40.65064,-73.95045,entire home/apt,94,2,73,2019-06-29,3.09,1,66,Budget
18638015,clean comfy private room in heart of williamsburg,45934567,caitlin,brooklyn,williamsburg,40.71227,-73.96233,private room,60,5,2,2018-06-11,0.08,1,0,Budget
18638573,adorable room in astoria - 20 mins to manhattan!,28290772,anushua,queens,astoria,40.76682,-73.90807,private room,63,2,27,2019-06-15,1.03,2,338,Budget
18638985,prime williamsburg- spacious 4br bohemian oasis,25318403,bethany,brooklyn,williamsburg,40.71353,-73.9578,entire home/apt,175,3,9,2019-05-12,0.4,3,11,Medium
18645286,sunny & cozzy room in beautiful apartment,48157058,michèle,brooklyn,crown heights,40.67541,-73.93253,private room,26,7,0,,0.0,1,59,Budget
18646653,upper east side 1 bedroom near central park,33786241,sean,manhattan,upper east side,40.77481,-73.95641,entire home/apt,123,3,32,2019-05-27,1.22,1,4,Medium
18647180,beautiful dupl brooklyn apartment w/ a big terrace,7041731,dee,brooklyn,bedford-stuyvesant,40.69205,-73.95803,entire home/apt,185,3,1,2017-05-22,0.04,1,0,Medium
18647217,cozy contemporary couch by central park,128531725,shia,manhattan,morningside heights,40.80387,-73.95853,private room,55,3,103,2019-06-17,3.93,2,18,Budget
18647731,east village studio apartment,46501846,patrick,manhattan,east village,40.7241,-73.98959,entire home/apt,133,7,9,2018-11-05,0.35,1,0,Medium
18648243,contemporary room close to columbia & central park,128531725,shia,manhattan,harlem,40.8042,-73.95669,private room,75,2,41,2019-04-01,1.57,2,1,Budget
18648591,crown heights air bnb/sublet,97032243,noah,brooklyn,crown heights,40.67571,-73.94916,private room,40,1,0,,0.0,1,0,Budget
18649105,large 1 bedroom in astoria/long island city!,44838931,andrea,queens,astoria,40.76843,-73.93257,private room,90,3,17,2019-04-23,0.65,2,334,Budget
18649806,cozy 1 bedroom with queen bed,44838931,andrea,queens,astoria,40.76848,-73.93213,private room,62,3,27,2019-07-02,1.03,2,154,Budget
18649822,union square private sunny dream home,126470577,kseniya,manhattan,gramercy,40.7358,-73.9889,entire home/apt,287,1,68,2019-07-02,2.67,1,324,Luxury
18650087,red flower,21854022,paul,manhattan,harlem,40.8225,-73.94493,entire home/apt,200,1,78,2019-07-07,3.0,1,84,Medium
18650569,a home base in brooklyn,35881969,john,brooklyn,williamsburg,40.70545,-73.94714,private room,58,1,96,2019-06-15,3.82,2,79,Budget
18652220,williamsburg sanctuary,7147164,tiffany,brooklyn,williamsburg,40.7137,-73.95711,entire home/apt,325,3,32,2019-06-23,1.25,1,33,Luxury
18655599,luxury studio apartment in downtown brooklyn,36522433,zexi,brooklyn,downtown brooklyn,40.69459,-73.98261,entire home/apt,130,5,2,2017-08-29,0.08,1,0,Medium
18655815,"spacious, sunny room in upper west side, manhattan",72377141,ben,manhattan,upper west side,40.79939,-73.96752,private room,70,7,1,2017-08-24,0.04,3,0,Budget
18655886,spacious bedroom in duplex,68017798,charlotte,brooklyn,bushwick,40.69804,-73.9182,private room,44,2,0,,0.0,1,0,Budget
18655992,private room in the heart of brooklyn!,23722638,laura,brooklyn,gowanus,40.68432,-73.98867,private room,85,1,0,,0.0,2,0,Budget
18656413,comfy wall street apartment,110031106,allie,manhattan,financial district,40.70586,-74.00875,private room,85,1,3,2017-06-04,0.12,1,0,Budget
18656661,private bedroom in artist's apartment,19512029,tami,brooklyn,midwood,40.61143,-73.9543,private room,52,2,12,2017-07-30,0.46,1,0,Budget
